sha256,count,package,relative_path
38d73442be0956c6443b0bce966284bd23cfa787d33c3f23235b71cfe2cf530f,2,GestaltView_#3_of_#3_12_29_25,GestaltView Corpus/GestaltView Corpus #2.pdf
f0981a86c86da74ece8c71893a65bef816d1c3b8c97cc79e98ed2870a68a77ff,3,GestaltView Dynamic Corpus Compendium December 30th 2025,Screenshots #4.pdf
f0981a86c86da74ece8c71893a65bef816d1c3b8c97cc79e98ed2870a68a77ff,3,May_August_GestaltView_Create,Screenshots #4.pdf
f0981a86c86da74ece8c71893a65bef816d1c3b8c97cc79e98ed2870a68a77ff,3,Screenshots_Thoughts_More,Screenshots #4.pdf
2b8892b6fb0704a7f264be04dbcc73238bcbb0cc870ddb1577a32ca8d286ee1d,3,GestaltView Dynamic Corpus Compendium December 30th 2025,Schema Schema.pdf
2b8892b6fb0704a7f264be04dbcc73238bcbb0cc870ddb1577a32ca8d286ee1d,3,Keith_Soyka_Code_&_Context,Schema Schema.pdf
2b8892b6fb0704a7f264be04dbcc73238bcbb0cc870ddb1577a32ca8d286ee1d,3,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/Schema Schema.pdf
6c820056a4d2a6cfabaef487024229fab66ede186af095a335a43b60283ed614,3,GestaltView_#3_of_#3_12_29_25,transcripts/Inside The Mind Of Keith Soyka 7_6_25.txt
6c820056a4d2a6cfabaef487024229fab66ede186af095a335a43b60283ed614,3,May_August_GestaltView_Create,Inside The Mind Of Keith Soyka 7_6_25.pdf
6c820056a4d2a6cfabaef487024229fab66ede186af095a335a43b60283ed614,3,Screenshots_Thoughts_More,Inside The Mind Of Keith Soyka 7_6_25.pdf
8fcb6927bb1d6b5568b8aea7ccc47a6a038026079e0ab1ae010be5e886886a38,3,GestaltView_#3_of_#3_12_29_25,transcripts/Keith-Soyka-4am-Ramblings-9-19-25(transcript).md.txt
8fcb6927bb1d6b5568b8aea7ccc47a6a038026079e0ab1ae010be5e886886a38,3,May_August_GestaltView_Create,Keith-Soyka-4am-Ramblings-9-19-25-8376e8e1-c6bb.json.txt
8fcb6927bb1d6b5568b8aea7ccc47a6a038026079e0ab1ae010be5e886886a38,3,Screenshots_Thoughts_More,Keith-Soyka-4am-Ramblings-9-19-25-8376e8e1-c6bb.json.txt
ba3de51864710aaf209589be1f43e40863195b00fe844ee892e86c809a0a820f,3,GestaltView_#3_of_#3_12_29_25,transcripts/Complete GestaltView User Profile_ Keith Soyka.txt
ba3de51864710aaf209589be1f43e40863195b00fe844ee892e86c809a0a820f,3,May_August_GestaltView_Create,Complete GestaltView User Profile_ Keith Soyka.pdf
ba3de51864710aaf209589be1f43e40863195b00fe844ee892e86c809a0a820f,3,Screenshots_Thoughts_More,Complete GestaltView User Profile_ Keith Soyka.pdf
f6d06d99b1cb9dbc10f7cb0b0e7d4e4cce5949ee4644eb9108956b42ad3dc802,3,GestaltView_#3_of_#3_12_29_25,transcripts/GestaltView Genesis Protocol Layer.txt
f6d06d99b1cb9dbc10f7cb0b0e7d4e4cce5949ee4644eb9108956b42ad3dc802,3,May_August_GestaltView_Create,GestaltView Genesis Protocol Layer.pdf
f6d06d99b1cb9dbc10f7cb0b0e7d4e4cce5949ee4644eb9108956b42ad3dc802,3,Screenshots_Thoughts_More,GestaltView Genesis Protocol Layer.pdf
7ff8b0d933a8ef070e97c310c46768a3dcc55488ceb7eb4ec1105fab8899e3cd,3,GestaltView_#3_of_#3_12_29_25,transcripts/9_18_25_Keith_Soyka_Transcript.md.txt
7ff8b0d933a8ef070e97c310c46768a3dcc55488ceb7eb4ec1105fab8899e3cd,3,May_August_GestaltView_Create,Sep-18-04-17-PM-17fe0077-09a1.json.txt
7ff8b0d933a8ef070e97c310c46768a3dcc55488ceb7eb4ec1105fab8899e3cd,3,Screenshots_Thoughts_More,Sep-18-04-17-PM-17fe0077-09a1.json.txt
a7f369f11c2f3339a9d5ce6fa1027cb5cba0f2bd094b2a2324e2028cf972e848,3,GestaltView_#3_of_#3_12_29_25,transcripts/Keith_Soyka_And_The_Genesis_Of_GestaltView(transcript).txt
a7f369f11c2f3339a9d5ce6fa1027cb5cba0f2bd094b2a2324e2028cf972e848,3,May_August_GestaltView_Create,Keith_Soyka_And_The_Genesis_Of_GestaltView.pdf
a7f369f11c2f3339a9d5ce6fa1027cb5cba0f2bd094b2a2324e2028cf972e848,3,Screenshots_Thoughts_More,Keith_Soyka_And_The_Genesis_Of_GestaltView.pdf
bdd0d85cbc0797f4ee75344df232d12f0a135efb87f0c22687946cd2fe956436,2,GestaltView_#3_of_#3_12_29_25,"transcripts/The Why, The What, The How, The Where, and The When of Me and GestaltView-©️ Keith Soyka 2025 (1).txt"
bdd0d85cbc0797f4ee75344df232d12f0a135efb87f0c22687946cd2fe956436,2,May_August_GestaltView_Create,"The Why, The What, The How, The Where, and The When of Me and GestaltView-©️ Keith Soyka 2025 (1).pdf"
52e43eabc5607560e7ba2fa747ad5c9067e4e3297b4b8f14c72d6adb41e8e4d4,3,GestaltView_#3_of_#3_12_29_25,transcripts/keith-plk.tkeith_complete_gestaltview_system.md.txt
52e43eabc5607560e7ba2fa747ad5c9067e4e3297b4b8f14c72d6adb41e8e4d4,3,Keith_Soyka_Code_&_Context,keith-plk.tkeith_complete_gestaltview_system.md.txt
52e43eabc5607560e7ba2fa747ad5c9067e4e3297b4b8f14c72d6adb41e8e4d4,3,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/keith-plk.tkeith_complete_gestaltview_system.md.txt
33d1f821161d17a7d19c6b7572f168d8adfd7764c75beba55177ce9d02a46a2e,2,GestaltView_#3_of_#3_12_29_25,code/GestaltView_Optimized_Platform.md (1) (1) (1).txt
33d1f821161d17a7d19c6b7572f168d8adfd7764c75beba55177ce9d02a46a2e,2,Screenshots_Thoughts_More,GestaltView_Optimized_Platform.md.txt
59f6238071e7e986e4b932c9b09a729766df3b8bc34a5faf57936997eb78b1b6,3,GestaltView_#3_of_#3_12_29_25,code/Addiction-Alzheimer-s-Legacy-Applications.md (1) (1).txt
59f6238071e7e986e4b932c9b09a729766df3b8bc34a5faf57936997eb78b1b6,3,May_August_GestaltView_Create,Addiction-Alzheimer-s-Legacy-Applications.md.txt
59f6238071e7e986e4b932c9b09a729766df3b8bc34a5faf57936997eb78b1b6,3,Screenshots_Thoughts_More,Addiction-Alzheimer-s-Legacy-Applications.md.txt
324711d9d1b9b4f7dc477d17c24a4da963cefeb376cb1dbadd1f997db027a9e7,4,GestaltView_#3_of_#3_12_29_25,code/genesis-protocol.py (1).txt
324711d9d1b9b4f7dc477d17c24a4da963cefeb376cb1dbadd1f997db027a9e7,4,Keith_Soyka_Code_&_Context,genesis-protocol.py.txt
324711d9d1b9b4f7dc477d17c24a4da963cefeb376cb1dbadd1f997db027a9e7,4,May_August_GestaltView_Create,genesis-protocol.py (1).txt
324711d9d1b9b4f7dc477d17c24a4da963cefeb376cb1dbadd1f997db027a9e7,4,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/genesis-protocol.py.txt
fbf883bf49604c038482c0791e2f74d7f6ec32c1de5c2a1620fed0522ea1d1cb,3,GestaltView_#3_of_#3_12_29_25,code/v6.23_gestaltview.ipynb.md (1) (1).txt
fbf883bf49604c038482c0791e2f74d7f6ec32c1de5c2a1620fed0522ea1d1cb,3,May_August_GestaltView_Create,v6.23_gestaltview.ipynb.md.txt
fbf883bf49604c038482c0791e2f74d7f6ec32c1de5c2a1620fed0522ea1d1cb,3,Screenshots_Thoughts_More,v6.23_gestaltview.ipynb.md.txt
4bb2643ec6415a0438176a98eaaf2a99f2ce1754e18acfd325e7125943b9d2c2,3,GestaltView_#3_of_#3_12_29_25,code/When-I-Know-My-Path-Of-Struggle-Was-Worth-It-Musical-DNA.md (1) (1).txt
4bb2643ec6415a0438176a98eaaf2a99f2ce1754e18acfd325e7125943b9d2c2,3,May_August_GestaltView_Create,When-I-Know-My-Path-Of-Struggle-Was-Worth-It-Musical-DNA.md.txt
4bb2643ec6415a0438176a98eaaf2a99f2ce1754e18acfd325e7125943b9d2c2,3,Screenshots_Thoughts_More,When-I-Know-My-Path-Of-Struggle-Was-Worth-It-Musical-DNA.md.txt
fb614e0ce22261eb3cba06e805110e5e4ccb902f2f20781acd76b9e160354b8b,3,GestaltView_#3_of_#3_12_29_25,code/brain-sparks-core.py (1).txt
fb614e0ce22261eb3cba06e805110e5e4ccb902f2f20781acd76b9e160354b8b,3,Keith_Soyka_Code_&_Context,brain-sparks-core.py.txt
fb614e0ce22261eb3cba06e805110e5e4ccb902f2f20781acd76b9e160354b8b,3,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/brain-sparks-core.py.txt
0dbe1a9afba5c25b34df56ababafbcc5cd1545bd1f085d549fca3f24302f1c93,3,GestaltView_#3_of_#3_12_29_25,code/AlzheimersLegacyExhibit (1).txt
0dbe1a9afba5c25b34df56ababafbcc5cd1545bd1f085d549fca3f24302f1c93,3,Keith_Soyka_Code_&_Context,AlzheimersLegacyExhibit.tsx
0dbe1a9afba5c25b34df56ababafbcc5cd1545bd1f085d549fca3f24302f1c93,3,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/AlzheimersLegacyExhibit.tsx
69e8f075c255c4ff7065e9f2450dce0b7d23f161ab6447d97f440da7e89cf3d3,3,GestaltView_#3_of_#3_12_29_25,code/alzheimers_legacy_routes.txt
69e8f075c255c4ff7065e9f2450dce0b7d23f161ab6447d97f440da7e89cf3d3,3,Keith_Soyka_Code_&_Context,alzheimers_legacy_routes.py
69e8f075c255c4ff7065e9f2450dce0b7d23f161ab6447d97f440da7e89cf3d3,3,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/alzheimers_legacy_routes.py
78b51287bc1ae48c96fb35ea17becba121b30e3c4037d9e907b8382841228fb1,3,GestaltView_#3_of_#3_12_29_25,PDFs/Seven Month Emergence Of GestaltView .pdf
78b51287bc1ae48c96fb35ea17becba121b30e3c4037d9e907b8382841228fb1,3,Keith_Soyka_Code_&_Context,Seven Month Emergence Of GestaltView .pdf
78b51287bc1ae48c96fb35ea17becba121b30e3c4037d9e907b8382841228fb1,3,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/Seven Month Emergence Of GestaltView .pdf
5537aa269eda328b70e27366c9163c0306ba036fb7c4fa86f54a8871a67835f5,2,Keith_Soyka_Code_&_Context,Context_Files.txt
5537aa269eda328b70e27366c9163c0306ba036fb7c4fa86f54a8871a67835f5,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/Context_Files.txt
b955db8113843035ce913199122d354315c58a6de2f4c4e0ad8f78d0dec3b96a,2,Keith_Soyka_Code_&_Context,custom_ai_collaborator.py.txt
b955db8113843035ce913199122d354315c58a6de2f4c4e0ad8f78d0dec3b96a,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/custom_ai_collaborator.py.txt
6d8270f5695306ae6be22e7ad6c82ed51d8b5768fa8a5443074a0b30e7b48ba5,2,Keith_Soyka_Code_&_Context,LoadingSpinner.tsx
6d8270f5695306ae6be22e7ad6c82ed51d8b5768fa8a5443074a0b30e7b48ba5,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/LoadingSpinner.tsx
6bab2b82133f891cf7a1cfaf9d13c9c873376dbc6048f08227e1e7b25a7bb485,2,Keith_Soyka_Code_&_Context,Prisma_Schema.txt
6bab2b82133f891cf7a1cfaf9d13c9c873376dbc6048f08227e1e7b25a7bb485,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/Prisma_Schema.txt
e2af0309ea7979f8a106efff029cf2e3389b424d2ec1e12e85c9e1242b185f09,2,Keith_Soyka_Code_&_Context,billy.py
e2af0309ea7979f8a106efff029cf2e3389b424d2ec1e12e85c9e1242b185f09,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/billy.py
848961a3bb730085f1ad16e72b1be65e1b722685090d790aca46810b6a3be566,2,Keith_Soyka_Code_&_Context,GestaltView_Comprehensive_Schema.yaml.txt
848961a3bb730085f1ad16e72b1be65e1b722685090d790aca46810b6a3be566,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/GestaltView_Comprehensive_Schema.yaml.txt
dec2dc15b8c5e13cd978ee3d7ad7f3b9801037d2c579719898519491e2ff2ae4,2,Keith_Soyka_Code_&_Context,GestaltView-AI🧠🌎✨️.md
dec2dc15b8c5e13cd978ee3d7ad7f3b9801037d2c579719898519491e2ff2ae4,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/GestaltView-AIЁЯзаЁЯМОтЬия╕П.md
d1bf0410e299406dc562914a3a945011a040da4751cac9263f1f6a0d96646928,2,Keith_Soyka_Code_&_Context,ContactLinks.tsx
d1bf0410e299406dc562914a3a945011a040da4751cac9263f1f6a0d96646928,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/ContactLinks.tsx
fb0acaf5edc3cd740707961bb280bc120ab8fbaf3c1b5aab3743bb512ec93b68,2,Keith_Soyka_Code_&_Context,test_routes.py
fb0acaf5edc3cd740707961bb280bc120ab8fbaf3c1b5aab3743bb512ec93b68,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/test_routes.py
4ed4bcdf3a49cb7d7537f8c478a3e9860b80d9ea64b1010c959579347baaf240,4,Keith_Soyka_Code_&_Context,Museum_Of_Impossible_Things🏛💯🤖.md
4ed4bcdf3a49cb7d7537f8c478a3e9860b80d9ea64b1010c959579347baaf240,4,Keith_Soyka_Code_&_Context,Museum_Of_Impossible_Things🏛💯🤖 (1).txt
4ed4bcdf3a49cb7d7537f8c478a3e9860b80d9ea64b1010c959579347baaf240,4,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/Museum_Of_Impossible_ThingsЁЯПЫЁЯТпЁЯдЦ (1).txt
4ed4bcdf3a49cb7d7537f8c478a3e9860b80d9ea64b1010c959579347baaf240,4,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/Museum_Of_Impossible_ThingsЁЯПЫЁЯТпЁЯдЦ.md
390088dccb7b76e7929b3185766753488c9a384332ef3b7cf4dabfa839cd5332,2,Keith_Soyka_Code_&_Context,plk_system.txt
390088dccb7b76e7929b3185766753488c9a384332ef3b7cf4dabfa839cd5332,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/plk_system.txt
b8fc69031349d2e33a29b9cd66f110be3fc1215c763a22fe884149444410bf3c,2,Keith_Soyka_Code_&_Context,EthicsFramework.tsx
b8fc69031349d2e33a29b9cd66f110be3fc1215c763a22fe884149444410bf3c,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/EthicsFramework.tsx
4a97e5b97a6abc633f0ed56c4d4b52ae6001bd505bce52c25b856f580c6865b2,2,Keith_Soyka_Code_&_Context,GestaltView Knowledge Loom (1).pdf
4a97e5b97a6abc633f0ed56c4d4b52ae6001bd505bce52c25b856f580c6865b2,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/GestaltView Knowledge Loom (1).pdf
98fb78df94f77c359e76b159962e93ae0bbd5565a6af27f727899f68fa0c1f07,2,Keith_Soyka_Code_&_Context,openai_adapter.py
98fb78df94f77c359e76b159962e93ae0bbd5565a6af27f727899f68fa0c1f07,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/openai_adapter.py
7e725df534d6f9414bbf23c5f9184d904cfea735a611a9ccaa83f6b8cdc294bb,2,Keith_Soyka_Code_&_Context,context_sources.py
7e725df534d6f9414bbf23c5f9184d904cfea735a611a9ccaa83f6b8cdc294bb,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/context_sources.py
2edecc919272d56ac4254bc202f4b89fece1cca72a5b6628a35f0349d01bab71,2,Keith_Soyka_Code_&_Context,musical_dna.py
2edecc919272d56ac4254bc202f4b89fece1cca72a5b6628a35f0349d01bab71,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/musical_dna.py
f6abec130602b87578157b0370c10d4c1c9bee2138510e17b06a11139fb6c640,2,Keith_Soyka_Code_&_Context,Resume Rockstar_ Architecture and Documentation Analysis for a Neurodivergent-Serving AI Resume Platform_.md
f6abec130602b87578157b0370c10d4c1c9bee2138510e17b06a11139fb6c640,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/Resume Rockstar_ Architecture and Documentation Analysis for a Neurodivergent-Serving AI Resume Platform_.md
5d6fcb6f669783081e263f7aacd1db53dee0ab3e98d83eec25dbfeef1a492968,2,Keith_Soyka_Code_&_Context,conftest.py
5d6fcb6f669783081e263f7aacd1db53dee0ab3e98d83eec25dbfeef1a492968,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/conftest.py
d4af276d65ad84d5a519ea3eb26255ab8be23f885670fb687b3e2daf963e795e,2,Keith_Soyka_Code_&_Context,ingest_transcripts.py
d4af276d65ad84d5a519ea3eb26255ab8be23f885670fb687b3e2daf963e795e,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/ingest_transcripts.py
3b5f8c9c5257f1cf36a94eeffed2588037e9cc7931d90b752604c2baed30cf81,2,Keith_Soyka_Code_&_Context,use-toast.ts
3b5f8c9c5257f1cf36a94eeffed2588037e9cc7931d90b752604c2baed30cf81,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/use-toast.ts
be3e42b1640c9e236c13ea3026c5f0e7e5ff8b70d6b36ff94819caf67997dd1c,2,Keith_Soyka_Code_&_Context,main.py
be3e42b1640c9e236c13ea3026c5f0e7e5ff8b70d6b36ff94819caf67997dd1c,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/main.py
70cbd4226c1333c13f8023d9bf29d25946c934ab1cd5280921a593f7d5819d07,2,Keith_Soyka_Code_&_Context,ai_core.py
70cbd4226c1333c13f8023d9bf29d25946c934ab1cd5280921a593f7d5819d07,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/ai_core.py
2ea19a57b117bee6701a91ded05f6d9b50cad476b163235d29ea0e307bab7684,2,Keith_Soyka_Code_&_Context,Alzheimers_Addiction.txt
2ea19a57b117bee6701a91ded05f6d9b50cad476b163235d29ea0e307bab7684,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/Alzheimers_Addiction.txt
ffb766372daeb1b896ea98d212720b870d25a36b97aab1d6c7a75562741159a6,2,Keith_Soyka_Code_&_Context,AuroraThemeProvider.tsx
ffb766372daeb1b896ea98d212720b870d25a36b97aab1d6c7a75562741159a6,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/AuroraThemeProvider.tsx
1c2f8d8cb87ee7e2966e7d1fb5854a238f3a56fac08f83303e6454063010991a,2,Keith_Soyka_Code_&_Context,Holographic Design Avatars_ Cutting-Edge Possibili (1).pdf
1c2f8d8cb87ee7e2966e7d1fb5854a238f3a56fac08f83303e6454063010991a,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/Holographic Design Avatars_ Cutting-Edge Possibili (1).pdf
c4e78c908cd2f3337577308fa9eb271234f0073fe19aeabb760d758f5e748d7a,2,Keith_Soyka_Code_&_Context,profile.py
c4e78c908cd2f3337577308fa9eb271234f0073fe19aeabb760d758f5e748d7a,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/profile.py
bd560560998c9a1573ae5e9fcc154eec3c91f67c5121fd1d3d3fa95bd65afdc2,2,Keith_Soyka_Code_&_Context,llmrouter_enhanced.py
bd560560998c9a1573ae5e9fcc154eec3c91f67c5121fd1d3d3fa95bd65afdc2,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/llmrouter_enhanced.py
96372261b058bfc8095efa288a459f44a4c7eada29972c46dcc297127ac86ff1,2,Keith_Soyka_Code_&_Context,route.ts
96372261b058bfc8095efa288a459f44a4c7eada29972c46dcc297127ac86ff1,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/route.ts
07f2e9e4d01bb7ab553ecbbb814c727817fee91a0c3faf73059d6402d7e4df4e,2,Keith_Soyka_Code_&_Context,ResumeRockstarDemo.tsx
07f2e9e4d01bb7ab553ecbbb814c727817fee91a0c3faf73059d6402d7e4df4e,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/ResumeRockstarDemo.tsx
b588d6b8b9f976602098ae9565adeae66270c9b21a51da283ee4b0dab6479d70,2,Keith_Soyka_Code_&_Context,AuroraBackground.tsx
b588d6b8b9f976602098ae9565adeae66270c9b21a51da283ee4b0dab6479d70,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/AuroraBackground.tsx
05e04dc49aab14d3961ae87e180166deeefc3f5647b6881b97e21440bb8d095a,2,Keith_Soyka_Code_&_Context,exhibit.py
05e04dc49aab14d3961ae87e180166deeefc3f5647b6881b97e21440bb8d095a,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/exhibit.py
9ed5045074712775d70f658af6a069e09ed184116f14e6ee245a256d67ac8efe,2,Keith_Soyka_Code_&_Context,AccessibilityEnhancements.tsx
9ed5045074712775d70f658af6a069e09ed184116f14e6ee245a256d67ac8efe,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/AccessibilityEnhancements.tsx
0c409ea7ef6a35fcd6c35d819d93342d371d4014a863e76f9b06b1d574edcb09,2,Keith_Soyka_Code_&_Context,creation_corner.py
0c409ea7ef6a35fcd6c35d819d93342d371d4014a863e76f9b06b1d574edcb09,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/creation_corner.py
c3b9ce5600cc0f2c718cf87eb3434331cc08a83900a6c18637952c0c8950a1e3,2,Keith_Soyka_Code_&_Context,FileUploader.tsx
c3b9ce5600cc0f2c718cf87eb3434331cc08a83900a6c18637952c0c8950a1e3,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/FileUploader.tsx
530062cb7ff8634e112da6da30da0925fcfc805bd3060c08104c8191beadcc5e,2,Keith_Soyka_Code_&_Context,repo-to-markdown.sh
530062cb7ff8634e112da6da30da0925fcfc805bd3060c08104c8191beadcc5e,2,gestaltview-v2-main,gestaltview-v2-main/.Perplexity/repo-to-markdown.sh
382cb5de6362473c14685635ef7d04aa92846252262d2099d4cf4391143582b9,2,Keith_Soyka_Code_&_Context,enhanced_ai_curator.py
